排名,日期,代码,名称,单位净值,累计净值,增长值,增长率%6,
1,2011/8/23,150031,银华中证90鑫利,0.706,0.706,0.024,3.52%,历史净值/走势图
2,2011/8/23,150023,申万深指分级进取,0.607,0.607,0.018,3.06%,历史净值/走势图
3,2011/8/23,150013,国联安中证100B,0.916,0.916,0.025,2.81%,历史净值/走势图
4,2011/8/23,150017,兴业合润分级B,1.0587,1.0587,0.0277,2.69%,历史净值/走势图
5,2011/8/23,150001,国投瑞福进取,0.545,0.77,0.014,2.64%,历史净值/走势图
6,2011/8/23,150029,信诚中证500B,0.821,0.821,0.021,2.63%,历史净值/走势图
7,2011/8/23,375010,上投中国优势,2.1432,5.2132,0.0539,2.58%,历史净值/走势图
8,2011/8/23,150019,银华锐进,1.079,1.079,0.025,2.37%,历史净值/走势图
9,2011/8/23,510230,国泰金融ETF,2.95,0.838,0.06,2.08%,历史净值/走势图
10,2011/8/23,180013,银华领先策略,1.2995,1.6795,0.0264,2.07%,历史净值/走势图
11,2011/8/23,20021,国泰金融ETF联接,0.86,0.86,0.017,2.02%,历史净值/走势图
12,2011/8/23,217019,招商深证TMT50联,0.929,0.929,0.018,1.98%,历史净值/走势图
13,2011/8/23,161606,融通行业景气,0.837,2.777,0.016,1.95%,历史净值/走势图
14,2011/8/23,410009,华富量子生命力,0.9288,0.9288,0.0176,1.93%,历史净值/走势图
15,2011/8/23,260111,景顺公司治理,1.162,1.51,0.022,1.93%,历史净值/走势图
16,2011/8/23,510030,华宝上180ETF,2.353,0.805,0.044,1.91%,历史净值/走势图
17,2011/8/23,240016,华宝上180ETF联接,0.874,0.904,0.016,1.86%,历史净值/走势图
18,2011/8/23,510090,建信责任ETF,0.877,1.046,0.016,1.86%,历史净值/走势图
19,2011/8/23,161211,国投金融地产,0.769,0.769,0.014,1.85%,历史净值/走势图
20,2011/8/23,213008,宝盈资源优选,1.0829,1.3628,0.0197,1.85%,历史净值/走势图
21,2011/8/23,310398,申万沪深300,0.776,0.776,0.014,1.84%,历史净值/走势图
22,2011/8/23,200008,长城品牌优选,0.7212,0.7212,0.013,1.84%,历史净值/走势图
23,2011/8/23,420005,天弘周期策略,1.114,1.156,0.02,1.83%,历史净值/走势图
24,2011/8/23,630010,华商价值精选,1.009,1.009,0.018,1.82%,历史净值/走势图
25,2011/8/23,180003,银华道琼斯88,0.816,2.616,0.0145,1.81%,历史净值/走势图
26,2011/8/23,160716,嘉实基本面50,0.6768,0.6768,0.012,1.81%,历史净值/走势图
27,2011/8/23,510013,交银治理ETF,0.679,0.756,0.012,1.80%,历史净值/走势图
28,2011/8/23,260112,景顺能源基建,1.134,1.149,0.02,1.80%,历史净值/走势图
29,2011/8/23,160607,鹏华价值,0.794,2.473,0.014,1.79%,历史净值/走势图
30,2011/8/23,21,华夏优势增长,1.818,2.638,0.032,1.79%,历史净值/走势图
31,2011/8/23,40011,华安核心优选,0.9951,1.4951,0.0174,1.78%,历史净值/走势图
32,2011/8/23,510190,华安上证ETF,2.246,0.861,0.039,1.77%,历史净值/走势图
33,2011/8/23,260108,景顺新兴成长,0.869,2.229,0.015,1.76%,历史净值/走势图
34,2011/8/23,162703,广发小盘,2.0314,3.3414,0.035,1.75%,历史净值/走势图
35,2011/8/23,510060,工银上证央企ETF,1.1774,0.7531,0.0201,1.74%,历史净值/走势图
36,2011/8/23,510110,海富通上证ETF,2.233,0.896,0.038,1.73%,历史净值/走势图
37,2011/8/23,290006,泰信蓝筹精选,0.8804,1.2804,0.0149,1.72%,历史净值/走势图
38,2011/8/23,530010,建信责任,1.006,1.006,0.017,1.72%,历史净值/走势图
39,2011/8/23,510180,华安180ETF,0.592,2.279,0.01,1.72%,历史净值/走势图
40,2011/8/23,510050,华夏上证50ETF,1.836,2.348,0.031,1.72%,历史净值/走势图
41,2011/8/23,519686,交银治理,0.77,0.77,0.013,1.72%,历史净值/走势图
42,2011/8/23,519671,银河沪深300,0.772,0.772,0.013,1.71%,历史净值/走势图
43,2011/8/23,163001,长信中证央企100,0.891,0.891,0.015,1.71%,历史净值/走势图
44,2011/8/23,510880,华泰柏瑞上证ETF,2.028,1.387,0.034,1.71%,历史净值/走势图
45,2011/8/23,162213,泰达中证财富,0.956,0.976,0.016,1.70%,历史净值/走势图
46,2011/8/23,270022,广发内需增长,0.961,1.061,0.016,1.69%,历史净值/走势图
47,2011/8/23,510160,南方小康指数ETF,0.3789,0.9427,0.0063,1.69%,历史净值/走势图
48,2011/8/23,161611,融通内需驱动,0.848,0.968,0.014,1.68%,历史净值/走势图
49,2011/8/23,510270,中银上证国企100ETF,0.796,0.929,0.013,1.66%,历史净值/走势图
50,2011/8/23,399001,中海上证50,0.797,0.797,0.013,1.66%,历史净值/走势图
51,2011/8/23,61,华夏盛世精选,0.863,0.863,0.014,1.65%,历史净值/走势图
52,2011/8/23,100038,富国沪深300,0.925,0.925,0.015,1.65%,历史净值/走势图
53,2011/8/23,110003,易基50指数,0.6999,2.5499,0.0113,1.64%,历史净值/走势图
54,2011/8/23,40180,华安180ETF联,0.873,0.873,0.014,1.63%,历史净值/走势图
55,2011/8/23,163406,兴业合润分级,1.0352,1.0352,0.0166,1.63%,历史净值/走势图
56,2011/8/23,40190,华安上证ETF联,0.874,0.874,0.014,1.63%,历史净值/走势图
57,2011/8/23,150011,国泰估值进取,1.003,1.003,0.016,1.62%,历史净值/走势图
58,2011/8/23,519027,海富通上证ETF联,0.819,0.819,0.013,1.61%,历史净值/走势图
59,2011/8/23,202021,南方小康,0.849,0.869,0.0134,1.60%,历史净值/走势图
60,2011/8/23,100026,富国天合,0.9496,2.3671,0.0149,1.59%,历史净值/走势图
61,2011/8/23,166005,中欧价值发现,1.021,1.021,0.016,1.59%,历史净值/走势图
62,2011/8/23,519180,万家180,0.6101,2.9501,0.0095,1.58%,历史净值/走势图
63,2011/8/23,162307,海富通中证100,0.773,0.773,0.012,1.58%,历史净值/走势图
64,2011/8/23,510210,富国上证ETF,2.577,0.882,0.04,1.58%,历史净值/走势图
65,2011/8/23,360001,光大量化核心,0.8549,2.8586,0.0131,1.56%,历史净值/走势图
66,2011/8/23,510070,鹏华民企50ETF,1.177,1.009,0.018,1.55%,历史净值/走势图
67,2011/8/23,162509,国联安中证100,0.981,0.981,0.015,1.55%,历史净值/走势图
68,2011/8/23,163808,中银中证100,0.785,0.795,0.012,1.55%,历史净值/走势图
69,2011/8/23,519987,长信恒利优势,0.851,0.851,0.013,1.55%,历史净值/走势图
70,2011/8/23,519183,万家双引擎,0.9493,1.4393,0.0145,1.55%,历史净值/走势图
71,2011/8/23,160119,南方500,1.0902,1.1602,0.0166,1.55%,历史净值/走势图
72,2011/8/23,162711,广发中证500,0.986,0.986,0.015,1.54%,历史净值/走势图
73,2011/8/23,100022,富国天瑞,0.7783,3.2779,0.0118,1.54%,历史净值/走势图
74,2011/8/23,510130,易基上证中盘ETF,2.7617,0.9499,0.0418,1.54%,历史净值/走势图
75,2011/8/23,690001,民生加银蓝筹,0.992,1.022,0.015,1.54%,历史净值/走势图
76,2011/8/23,310328,申万新动力,0.6617,2.4818,0.01,1.53%,历史净值/走势图
77,2011/8/23,460220,华泰柏瑞中小盘联,0.861,0.861,0.013,1.53%,历史净值/走势图
78,2011/8/23,160616,鹏华中证500,0.928,0.928,0.014,1.53%,历史净值/走势图
79,2011/8/23,410008,华富中证100,0.7625,0.7625,0.0115,1.53%,历史净值/走势图
80,2011/8/23,163407,兴业沪深300,0.8968,0.8968,0.0135,1.53%,历史净值/走势图
81,2011/8/23,260115,景顺中小盘,0.93,0.93,0.014,1.53%,历史净值/走势图
82,2011/8/23,160615,鹏华300,0.997,1.057,0.015,1.53%,历史净值/走势图
83,2011/8/23,161811,银华沪深300,0.865,0.865,0.013,1.53%,历史净值/走势图
84,2011/8/23,159908,博时深证200ETF,0.9145,0.9145,0.0137,1.52%,历史净值/走势图
85,2011/8/23,510220,华泰柏瑞中小盘,3.142,0.859,0.047,1.52%,历史净值/走势图
86,2011/8/23,240014,华宝中证100,0.7826,0.7826,0.0117,1.52%,历史净值/走势图
87,2011/8/23,481009,工银沪深300,0.9834,1.1784,0.0147,1.52%,历史净值/走势图
88,2011/8/23,360010,光大精选,1.0322,1.1522,0.0154,1.51%,历史净值/走势图
89,2011/8/23,660008,农银沪深300,0.8586,0.8586,0.0128,1.51%,历史净值/走势图
90,2011/8/23,233009,大摩多因子策略,1.007,1.007,0.015,1.51%,历史净值/走势图
91,2011/8/23,150007,长盛同庆B,0.873,0.873,0.013,1.51%,历史净值/走势图
92,2011/8/23,165309,建信沪深300,0.806,0.806,0.012,1.51%,历史净值/走势图
93,2011/8/23,519181,万家和谐,0.585,1.2974,0.0087,1.51%,历史净值/走势图
94,2011/8/23,70021,嘉实主题新动力,0.875,0.875,0.013,1.51%,历史净值/走势图
95,2011/8/23,270010,广发沪深300,1.212,1.502,0.018,1.51%,历史净值/走势图
96,2011/8/23,660004,农银策略价值,1.0985,1.0985,0.0163,1.51%,历史净值/走势图
97,2011/8/23,519100,长盛中证100,0.7755,1.3955,0.0115,1.51%,历史净值/走势图
98,2011/8/23,150008,国投瑞和小康,0.877,0.839,0.013,1.50%,历史净值/走势图
99,2011/8/23,161207,国投瑞和300,0.877,0.839,0.013,1.50%,历史净值/走势图
100,2011/8/23,150009,国投瑞和远见,0.877,0.839,0.013,1.50%,历史净值/走势图
101,2011/8/23,630006,华商产业升级,0.878,0.878,0.013,1.50%,历史净值/走势图
102,2011/8/23,40005,华安宏利股票,2.329,2.949,0.0344,1.50%,历史净值/走势图
103,2011/8/23,166007,中欧沪深300,0.9225,0.9675,0.0136,1.50%,历史净值/走势图
104,2011/8/23,202015,南方300,0.965,1.125,0.0142,1.49%,历史净值/走势图
105,2011/8/23,161907,万家中证红利,0.9456,0.9456,0.0139,1.49%,历史净值/走势图
106,2011/8/23,100053,富国上证ETF联,0.886,0.886,0.013,1.49%,历史净值/走势图
107,2011/8/23,160706,嘉实300,0.7364,2.6044,0.0108,1.49%,历史净值/走势图
108,2011/8/23,200002,长城久泰标普300,1.105,3.965,0.0162,1.49%,历史净值/走势图
109,2011/8/23,50002,博时沪深300,0.7716,2.7516,0.0113,1.49%,历史净值/走势图
110,2011/8/23,470007,汇添富上证指数,0.82,0.82,0.012,1.49%,历史净值/走势图
111,2011/8/23,320010,诺安中证100,0.753,0.753,0.011,1.48%,历史净值/走势图
112,2011/8/23,510260,诺安新兴ETF,0.891,0.891,0.013,1.48%,历史净值/走势图
113,2011/8/23,160613,鹏华盛世创新,1.372,1.402,0.02,1.48%,历史净值/走势图
114,2011/8/23,320014,诺安新兴ETF联,0.892,0.892,0.013,1.48%,历史净值/走势图
115,2011/8/23,40007,华安中小盘成长,1.053,2.3679,0.0153,1.47%,历史净值/走势图
116,2011/8/23,161607,融通巨潮100,0.827,2.341,0.012,1.47%,历史净值/走势图
117,2011/8/23,660005,农银中小盘,1.1273,1.1273,0.0163,1.47%,历史净值/走势图
118,2011/8/23,110020,易基300指数,0.8645,0.8645,0.0125,1.47%,历史净值/走势图
119,2011/8/23,11,华夏大盘精选,12.317,12.897,0.178,1.47%,历史净值/走势图
120,2011/8/23,519300,大成300,0.8598,2.2698,0.0124,1.46%,历史净值/走势图
121,2011/8/23,519672,银河蓝筹精选,0.971,0.971,0.014,1.46%,历史净值/走势图
122,2011/8/23,70017,嘉实量化,1.041,1.121,0.015,1.46%,历史净值/走势图
123,2011/8/23,288001,华夏经典混合,1.042,3.182,0.015,1.46%,历史净值/走势图
124,2011/8/23,360006,光大新增长,1.1966,2.4766,0.0172,1.46%,历史净值/走势图
125,2011/8/23,165511,信诚中证500,0.906,0.906,0.013,1.46%,历史净值/走势图
126,2011/8/23,519089,新华优选成长,1.7347,2.1347,0.0248,1.45%,历史净值/走势图
127,2011/8/23,519116,浦银沪深300,0.911,0.911,0.013,1.45%,历史净值/走势图
128,2011/8/23,519668,银河成长股票,1.0656,1.6206,0.0152,1.45%,历史净值/走势图
129,2011/8/23,160211,国泰中小盘成长,1.056,1.261,0.015,1.44%,历史净值/走势图
130,2011/8/23,160807,长盛沪深300,0.916,0.966,0.013,1.44%,历史净值/走势图
131,2011/8/23,50021,博时深证200联,0.9163,0.9163,0.013,1.44%,历史净值/走势图
132,2011/8/23,100032,富国天鼎,1.129,1.693,0.016,1.44%,历史净值/走势图
133,2011/8/23,110021,易基上证ETF联接,0.9623,0.9623,0.0136,1.43%,历史净值/走势图
134,2011/8/23,450008,国富沪深300,0.992,0.992,0.014,1.43%,历史净值/走势图
135,2011/8/23,40002,华安中国A股,0.78,3.028,0.011,1.43%,历史净值/走势图
136,2011/8/23,162607,景顺资源垄断,0.78,2.781,0.011,1.43%,历史净值/走势图
137,2011/8/23,90010,大成中证红利,0.925,0.925,0.013,1.43%,历史净值/走势图
138,2011/8/23,570005,诺德成长优势,1.069,1.069,0.015,1.42%,历史净值/走势图
139,2011/8/23,540007,汇丰晋信中小盘,0.8781,0.8981,0.0123,1.42%,历史净值/走势图
140,2011/8/23,202019,南方策略,0.857,0.877,0.012,1.42%,历史净值/走势图
141,2011/8/23,519993,长信增利动态,0.75,1.989,0.0105,1.42%,历史净值/走势图
142,2011/8/23,20011,国泰沪深300,0.572,0.819,0.008,1.42%,历史净值/走势图
143,2011/8/23,20010,国泰金牛创新,1.006,1.161,0.014,1.41%,历史净值/走势图
144,2011/8/23,206005,鹏华民企50ETF联,1.009,1.009,0.014,1.41%,历史净值/走势图
145,2011/8/23,460007,华泰柏瑞行业,0.793,0.793,0.011,1.41%,历史净值/走势图
146,2011/8/23,161816,银华中证90分级,0.867,0.867,0.012,1.40%,历史净值/走势图
147,2011/8/23,163503,天治核心,0.5491,2.0814,0.0076,1.40%,历史净值/走势图
148,2011/8/23,519674,银河创新成长,0.9537,0.9537,0.0132,1.40%,历史净值/走势图
149,2011/8/23,166006,中欧中小盘,0.9202,0.9702,0.0127,1.40%,历史净值/走势图
150,2011/8/23,150002,大成优选封闭,0.952,1.005,0.013,1.38%,历史净值/走势图
151,2011/8/23,51,华夏沪深300,0.806,0.806,0.011,1.38%,历史净值/走势图
152,2011/8/23,519670,银河行业优选,1.1,1.46,0.015,1.38%,历史净值/走势图
153,2011/8/23,519013,海富通风格优势,0.954,2.06,0.013,1.38%,历史净值/走势图
154,2011/8/23,110011,易基中小盘,1.7445,1.7845,0.0237,1.38%,历史净值/走势图
155,2011/8/23,310368,申万竞争优势,1.4017,1.6017,0.019,1.37%,历史净值/走势图
156,2011/8/23,40015,华安动态灵活,1.037,1.037,0.014,1.37%,历史净值/走势图
157,2011/8/23,519093,新华钻石品质,0.964,0.964,0.013,1.37%,历史净值/走势图
158,2011/8/23,217010,招商大盘蓝筹,1.114,1.494,0.015,1.36%,历史净值/走势图
159,2011/8/23,161810,银华内需精选,0.892,0.848,0.012,1.36%,历史净值/走势图
160,2011/8/23,110009,易基价值精选,1.1476,2.4876,0.0154,1.36%,历史净值/走势图
161,2011/8/23,159907,广发中小板300ETF,1.0587,0.9619,0.0142,1.36%,历史净值/走势图
162,2011/8/23,180012,银华富裕,1.1797,2.1327,0.0158,1.36%,历史净值/走势图
163,2011/8/23,110015,易基行业领先,1.272,1.352,0.017,1.35%,历史净值/走势图
164,2011/8/23,202009,南方盛元红利,0.898,0.996,0.012,1.35%,历史净值/走势图
165,2011/8/23,481001,工银核心价值,0.3221,3.8385,0.0043,1.35%,历史净值/走势图
166,2011/8/23,160910,大成创新成长,0.899,2.11,0.012,1.35%,历史净值/走势图
167,2011/8/23,620004,金元价值增长,0.901,0.901,0.012,1.35%,历史净值/走势图
168,2011/8/23,690003,民生加银精选,0.826,0.826,0.011,1.35%,历史净值/走势图
169,2011/8/23,159901,易基深100ETF,0.7289,3.5743,0.0097,1.35%,历史净值/走势图
170,2011/8/23,213010,宝盈中证100,0.827,0.827,0.011,1.35%,历史净值/走势图
171,2011/8/23,410001,华富竞争力,0.6472,1.926,0.0086,1.35%,历史净值/走势图
172,2011/8/23,481006,工银红利股票,0.9358,0.9758,0.0124,1.34%,历史净值/走势图
173,2011/8/23,2031,华夏策略精选,2.573,2.573,0.034,1.34%,历史净值/走势图
174,2011/8/23,270007,广发大盘成长,0.7958,0.7958,0.0105,1.34%,历史净值/走势图
175,2011/8/23,110010,易基价值成长,1.3968,1.4868,0.0184,1.33%,历史净值/走势图
176,2011/8/23,690005,民生内需增长,0.911,0.911,0.012,1.33%,历史净值/走势图
177,2011/8/23,320011,诺安中小盘,1.139,1.199,0.015,1.33%,历史净值/走势图
178,2011/8/23,410006,华富策略精选,0.9343,1.0943,0.0123,1.33%,历史净值/走势图
179,2011/8/23,580001,东吴嘉禾,0.8375,2.5575,0.011,1.33%,历史净值/走势图
180,2011/8/23,671010,纽银策略优选,0.915,0.915,0.012,1.33%,历史净值/走势图
181,2011/8/23,121005,国投瑞银创新,0.7475,2.4339,0.0098,1.33%,历史净值/走势图
182,2011/8/23,519035,富国天博,0.9159,3.1415,0.012,1.33%,历史净值/走势图
183,2011/8/23,290010,泰信中证200,0.917,0.937,0.012,1.33%,历史净值/走势图
184,2011/8/23,160311,华夏蓝筹,0.841,3.465,0.011,1.33%,历史净值/走势图
185,2011/8/23,340008,兴业有机增长,1.2625,1.2625,0.0165,1.32%,历史净值/走势图
186,2011/8/23,360007,光大优势,0.7051,0.7051,0.0092,1.32%,历史净值/走势图
187,2011/8/23,590005,中邮核心主题,0.92,1.08,0.012,1.32%,历史净值/走势图
188,2011/8/23,20001,国泰金鹰增长,0.922,3.926,0.012,1.32%,历史净值/走势图
189,2011/8/23,400011,东方核心动力,0.8535,0.8535,0.0111,1.32%,历史净值/走势图
190,2011/8/23,580006,东吴新经济,1.077,1.077,0.014,1.32%,历史净值/走势图
191,2011/8/23,660001,农银行业成长,1.2006,1.8006,0.0156,1.32%,历史净值/走势图
192,2011/8/23,210001,金鹰优选,0.6631,2.384,0.0086,1.31%,历史净值/走势图
193,2011/8/23,450003,国富潜力,1.0578,1.4678,0.0137,1.31%,历史净值/走势图
194,2011/8/23,110005,易基积极成长,0.9267,4.21,0.012,1.31%,历史净值/走势图
195,2011/8/23,210005,金鹰主题优势,0.851,0.851,0.011,1.31%,历史净值/走势图
196,2011/8/23,260109,景顺内需增长2,1.008,2.334,0.013,1.31%,历史净值/走势图
197,2011/8/23,159905,工银深证红利ETF,0.879,0.879,0.0113,1.30%,历史净值/走势图
198,2011/8/23,585001,东吴中证新兴,0.856,0.856,0.011,1.30%,历史净值/走势图
199,2011/8/23,159902,华夏中小板ETF,2.652,2.752,0.034,1.30%,历史净值/走势图
200,2011/8/23,160605,鹏华中国50,1.562,3.352,0.02,1.30%,历史净值/走势图
201,2011/8/23,202005,南方成份精选,0.9027,0.9227,0.0115,1.29%,历史净值/走势图
202,2011/8/23,240017,华宝兴业新兴产业,0.9199,0.9199,0.0117,1.29%,历史净值/走势图
203,2011/8/23,519087,新华优选分红,0.795,2.4698,0.0101,1.29%,历史净值/走势图
204,2011/8/23,519097,新华中小市值,0.945,0.945,0.012,1.29%,历史净值/走势图
205,2011/8/23,166009,中欧新动力,1.0121,1.0121,0.0128,1.28%,历史净值/走势图
206,2011/8/23,519983,长信量化先锋,0.949,0.949,0.012,1.28%,历史净值/走势图
207,2011/8/23,519110,浦银价值,0.87,0.87,0.011,1.28%,历史净值/走势图
208,2011/8/23,163803,中银增长,0.6962,2.7855,0.0088,1.28%,历史净值/走势图
209,2011/8/23,161604,融通深证100,1.187,2.55,0.015,1.28%,历史净值/走势图
210,2011/8/23,590001,中邮核心优选,1.2669,2.4869,0.016,1.28%,历史净值/走势图
211,2011/8/23,161609,融通动力先锋,1.109,1.654,0.014,1.28%,历史净值/走势图
212,2011/8/23,519095,新华行业周期,1.111,1.111,0.014,1.28%,历史净值/走势图
213,2011/8/23,519001,银华优选股票,1.3819,4.6871,0.0174,1.28%,历史净值/走势图
214,2011/8/23,630005,华商动态阿尔法,1.033,1.033,0.013,1.27%,历史净值/走势图
215,2011/8/23,379010,上投中小盘,1.353,1.393,0.017,1.27%,历史净值/走势图
216,2011/8/23,400007,东方策略成长,1.3798,1.3798,0.0173,1.27%,历史净值/走势图
217,2011/8/23,320005,诺安价值增长,0.8781,1.8231,0.011,1.27%,历史净值/走势图
218,2011/8/23,200010,长城双动力,1.0001,1.0251,0.0125,1.27%,历史净值/走势图
219,2011/8/23,202003,南方绩优成长,1.2409,2.1576,0.0155,1.26%,历史净值/走势图
220,2011/8/23,50014,博时创业成长,1.041,1.064,0.013,1.26%,历史净值/走势图
221,2011/8/23,519185,万家精选,0.8985,0.9785,0.0112,1.26%,历史净值/走势图
222,2011/8/23,450002,国富弹性,1.3339,2.6539,0.0166,1.26%,历史净值/走势图
223,2011/8/23,360012,光大中小盘,1.0389,1.0689,0.0129,1.26%,历史净值/走势图
224,2011/8/23,110019,易基深100ETF联接,0.8941,0.8941,0.0111,1.26%,历史净值/走势图
225,2011/8/23,270026,广发中小板300联,0.9601,0.9601,0.0119,1.26%,历史净值/走势图
226,2011/8/23,217012,招商行业领先,1.049,1.049,0.013,1.25%,历史净值/走势图
227,2011/8/23,360011,光大灵活配置,0.97,1.1,0.012,1.25%,历史净值/走势图
228,2011/8/23,398041,中海量化策略,1.051,1.088,0.013,1.25%,历史净值/走势图
229,2011/8/23,50004,博时精选,1.335,2.84,0.0165,1.25%,历史净值/走势图
230,2011/8/23,450007,国富动力,1.004,1.184,0.0124,1.25%,历史净值/走势图
231,2011/8/23,481013,工银消费服务,0.972,0.972,0.012,1.25%,历史净值/走势图
232,2011/8/23,519007,海富通强化回报,0.73,2.226,0.009,1.25%,历史净值/走势图
233,2011/8/23,519032,海富通上证非周期联,0.894,0.894,0.011,1.25%,历史净值/走势图
234,2011/8/23,161812,银华深证100,1.058,1.075,0.013,1.24%,历史净值/走势图
235,2011/8/23,213002,宝盈泛沿海,0.4805,2.0297,0.0059,1.24%,历史净值/走势图
236,2011/8/23,112002,易基策略二号,1.386,2.941,0.017,1.24%,历史净值/走势图
237,2011/8/23,40016,华安行业轮动,1.0443,1.0443,0.0128,1.24%,历史净值/走势图
238,2011/8/23,400001,东方龙,0.6621,2.4236,0.0081,1.24%,历史净值/走势图
239,2011/8/23,240002,华宝宝康灵活配置,1.3329,3.0229,0.0163,1.24%,历史净值/走势图
240,2011/8/23,450004,国富深化价值,1.4676,1.6676,0.0179,1.23%,历史净值/走势图
241,2011/8/23,360005,光大红利股票,2.2551,2.9131,0.0275,1.23%,历史净值/走势图
242,2011/8/23,519994,长信金利,0.7383,2.1971,0.009,1.23%,历史净值/走势图
243,2011/8/23,481012,工银深证红利ETF联,0.8793,0.8793,0.0107,1.23%,历史净值/走势图
244,2011/8/23,217001,招商安泰股票,0.3954,3.3994,0.0048,1.23%,历史净值/走势图
245,2011/8/23,100020,富国天益,0.9728,3.9841,0.0118,1.23%,历史净值/走势图
246,2011/8/23,110002,易基策略成长,3.712,4.582,0.045,1.23%,历史净值/走势图
247,2011/8/23,377010,上投阿尔法,2.8172,4.7372,0.0341,1.23%,历史净值/走势图
248,2011/8/23,260104,景顺内需增长,3.719,4.855,0.045,1.22%,历史净值/走势图
249,2011/8/23,519115,浦银红利精选,0.911,0.911,0.011,1.22%,历史净值/走势图
250,2011/8/23,162605,景顺鼎益,0.911,3.011,0.011,1.22%,历史净值/走势图
251,2011/8/23,410003,华富成长趋势,0.6466,0.9366,0.0078,1.22%,历史净值/走势图
252,2011/8/23,580005,东吴进取策略,1.062,1.132,0.0128,1.22%,历史净值/走势图
253,2011/8/23,159903,南方深成ETF,1.145,0.8449,0.0138,1.22%,历史净值/走势图
254,2011/8/23,50009,博时新兴成长,0.664,3.061,0.008,1.22%,历史净值/走势图
255,2011/8/23,180018,银华和谐主题,1.079,1.159,0.013,1.22%,历史净值/走势图
256,2011/8/23,161612,融通深证指数,0.915,0.915,0.011,1.22%,历史净值/走势图
257,2011/8/23,166002,中欧新蓝筹,0.9326,1.5126,0.0112,1.22%,历史净值/走势图
258,2011/8/23,450009,国富中小盘,1,1,0.012,1.21%,历史净值/走势图
259,2011/8/23,519069,汇添富价值精选,1.501,1.671,0.018,1.21%,历史净值/走势图
260,2011/8/23,162208,泰达首选企业,1.0686,1.3886,0.0128,1.21%,历史净值/走势图
261,2011/8/23,510023,博时上证超大ETF,0.1921,0.7085,0.0023,1.21%,历史净值/走势图
262,2011/8/23,570001,诺德价值优势,0.9439,0.9439,0.0113,1.21%,历史净值/走势图
263,2011/8/23,50008,博时第三产业,1.003,2.639,0.012,1.21%,历史净值/走势图
264,2011/8/23,519091,新华泛资源,1.005,1.005,0.012,1.21%,历史净值/走势图
265,2011/8/23,519005,海富通股票,0.67,2.619,0.008,1.21%,历史净值/走势图
266,2011/8/23,40008,华安策略优选,0.6961,2.2324,0.0083,1.21%,历史净值/走势图
267,2011/8/23,610001,信达澳银领先,1.1622,1.4422,0.0138,1.20%,历史净值/走势图
268,2011/8/23,260103,景顺动力平衡,0.6843,2.9743,0.0081,1.20%,历史净值/走势图
269,2011/8/23,320012,诺安主题精选,0.93,0.93,0.011,1.20%,历史净值/走势图
270,2011/8/23,270025,广发行业领先,0.933,0.933,0.011,1.19%,历史净值/走势图
271,2011/8/23,519008,汇添富优势精选,2.2838,4.4638,0.0269,1.19%,历史净值/走势图
272,2011/8/23,217016,招商深证100,1.019,1.019,0.012,1.19%,历史净值/走势图
273,2011/8/23,630001,华商领先企业,1.125,1.23,0.0132,1.19%,历史净值/走势图
274,2011/8/23,260101,景顺优选股票,1.0495,2.9802,0.0123,1.19%,历史净值/走势图
275,2011/8/23,460009,华泰柏瑞量化,0.942,0.962,0.011,1.18%,历史净值/走势图
276,2011/8/23,110012,易基科汇,1.55,5.406,0.018,1.17%,历史净值/走势图
277,2011/8/23,620005,金元核心动力,0.863,0.863,0.01,1.17%,历史净值/走势图
278,2011/8/23,162214,泰达中小盘,0.951,0.951,0.011,1.17%,历史净值/走势图
279,2011/8/23,540004,汇丰晋信2026,1.2458,1.5658,0.0144,1.17%,历史净值/走势图
280,2011/8/23,398031,中海蓝筹灵活,0.965,1.36,0.0111,1.16%,历史净值/走势图
281,2011/8/23,20009,国泰金鹏蓝筹,0.957,1.953,0.011,1.16%,历史净值/走势图
282,2011/8/23,163809,中银蓝筹混合,0.957,0.977,0.011,1.16%,历史净值/走势图
283,2011/8/23,260110,景顺精选蓝筹,0.784,0.784,0.009,1.16%,历史净值/走势图
284,2011/8/23,350005,天治创新先锋,1.3271,1.3271,0.0152,1.16%,历史净值/走势图
285,2011/8/23,90004,大成精选增值,0.9517,2.9542,0.0109,1.16%,历史净值/走势图
286,2011/8/23,550002,信诚精萃成长,0.8907,2.0886,0.0102,1.16%,历史净值/走势图
287,2011/8/23,50013,博时上证超大联,0.7199,0.7199,0.0082,1.15%,历史净值/走势图
288,2011/8/23,164205,天弘深证指数,0.878,0.878,0.01,1.15%,历史净值/走势图
289,2011/8/23,206002,鹏华精选成长,0.879,0.879,0.01,1.15%,历史净值/走势图
290,2011/8/23,202017,南方深成ETF联接,0.8623,0.8623,0.0098,1.15%,历史净值/走势图
291,2011/8/23,320007,诺安成长股票,0.974,1.419,0.011,1.14%,历史净值/走势图
292,2011/8/23,320006,诺安灵活配置,1.064,1.644,0.012,1.14%,历史净值/走势图
293,2011/8/23,519698,交银先锋,1.1088,1.1638,0.0125,1.14%,历史净值/走势图
294,2011/8/23,160505,博时主题行业,1.686,3.414,0.019,1.14%,历史净值/走势图
295,2011/8/23,90003,大成蓝筹稳健,0.7458,3.3158,0.0084,1.14%,历史净值/走势图
296,2011/8/23,160215,国泰价值经典,0.888,0.888,0.01,1.14%,历史净值/走势图
297,2011/8/23,50010,博时特许价值,1.155,1.5,0.013,1.14%,历史净值/走势图
